jobs,avg_latency_ms,p95_latency_ms,makespan_ms,security_ms
1000,437.6121075727564,761.2937067348057,5839.899915922142,188.19639500000562
5000,1166.8239024271247,1912.6796365225855,27157.828318439475,188.19639500000562
